,Text,Account Tags,Hashtags,Sentiment,Emotions
75036,Happy EarthDay everyone! 🍁🌿🍄🌻🌹 ,Uknown,EarthDay,POSITIVE,joy
75043,"“Go Shorty, it’s your Earth Day!”
Pic’s from my mom’s garden! 🌺 
EarthDay2022 ",Uknown,EarthDay2022,POSITIVE,joy
75045, Glad you did 😄 Happy EarthDay! 🌱,emberlab,EarthDay,POSITIVE,joy
75071,Happy Earth Day! Today we participated in our school clean up by picking up litter around our school community! Taking simple steps every day to protect our planet and keep it green! 🌎💚 #earthday #earthday2022 ⁦⁩ ⁦⁩ ,"OLStcdsb,TCDSB","earthday,earthday2022",POSITIVE,joy
75101,"Today is a day that reminds us to continue to do the little things that help our environment. 🌤️ Happy Earth Day! 🌎 #savetheplanet #earthday

📷:  ",chaualoha,"savetheplanet,earthday",POSITIVE,joy
75114,"Happy EarthDay ❤

EarthDay 
#Eart
EarthDay22 ",Uknown,"EarthDay,EarthDay,Eart,EarthDay22",POSITIVE,joy
75116,"Landlords with lawns, we’ve got some eco-friendly care tips for you just in time for EarthDay:
 
🌱 Fertilize with compost
🌱 Grow clover in your lawn
🌱 Avoid gas-powered equipment
 
Here’s a full list of environmentally friendly ways to care for your green spaces.",Uknown,EarthDay,NEGATIVE,optimism
75117,Happy Earth Day! Collaborating with other classes to make our 🏫 and 🌍 a cleaner place! We made it our mission to pick up all the garbage EarthDay2022 EarthDay #tvdsb   ,"TVDSB,BonaventurePS","EarthDay2022,EarthDay,tvdsb",POSITIVE,optimism
75130,"We have had the BEST earth day today! 🌎 We listened to the Lorax &amp; talked about how to help the planet, made a healthy fruit kabob snack and did a nature walk with  class 🤍🤍  #CVBetterTogether #middierising ","misshartinelem1,Creekvw_Tweets","CVBetterTogether,middierising",POSITIVE,joy
75133,- EarthDay. Everyday! 💚,Uknown,EarthDay,POSITIVE,joy
75134,Celebrating EarthDay 🌎🤍❗️ ,Uknown,EarthDay,POSITIVE,joy
75139, Earth day 2022 EarthDay  🌤🇮🇪🗺 ,DavidBrennan09,EarthDay,NEGATIVE,joy
75151,"Are we living in the last, best time to exist on Earth as humans? Sad state of the planet. 😣🌍🌡🌎🔥🌏😣 EarthDay2022 EarthDay #ClimateCrisis ",Uknown,"EarthDay2022,EarthDay,ClimateCrisis",NEGATIVE,sadness
75159,"Things I see while out walking:
1. It came from the bushes! 😱
2. Someone knitted an Earth Day topper for the postbox ❤
#SaveProdigalSon #TrustButVerify ",Uknown,"SaveProdigalSon,TrustButVerify",NEGATIVE,joy
75162,"Happy Earth Day !

Love and peace to each and every thing I share this rock with. lets keep her safe!

🌎🌍🌏

#earthday @ Belfast, Northern Ireland, UK ",Uknown,earthday,POSITIVE,joy
75167, Happy Earth Day from what I call “Smiling Rock” up in Oahu. Can you see that smile? 😊            EarthDay2022 ,"BenjiBarnesOahu,JimCantore,Holden_WX,wxkaitlin,spann,gohawaii,ChikageWeather,EdPiotrowski,HPU,StormHour,hawaiiexplores,HAWAIIMagazine",EarthDay2022,POSITIVE,joy
75178,"Every day is earth day! Even the smallest change to the way you live can go a long way for planet earth! 🌎 Have you made changes to your life to go green? Comment down below! 👇

#earthday #earthday2022 #savetheplanet #zerowaste #lovetheearth #earthdayeveryday #gogreen ",Uknown,"earthday,earthday2022,savetheplanet,zerowaste,lovetheearth,earthdayeveryday,gogreen",NEGATIVE,optimism
75185,"Sharing some of my fav landscape clips for EarthDay 💚 

A Thread 🧵👇🏽

[1/5] 📍Loch Lomond, Scotland

",Uknown,EarthDay,POSITIVE,joy
75188," Happy Earth Day! At Crawford CAT, we're committed to a sustainable future. #CrawfordRestores 🌎 ",CrawfordCAT,CrawfordRestores,POSITIVE,joy
75197," World Earth Day 🌏
#MyConnectWithSoil #Gangtok #Sikkim ",Ashish83311387,"MyConnectWithSoil,Gangtok,Sikkim",NEGATIVE,joy
75201," 📢#FreeIran2022
April 22 is called International Earth Day. This is a day to raise awareness and appreciation of the planet’s environment. The environment in #Iran is dying and totally destroyed because of the mullahs’ destructive policies.
#WorldEarthDay
 ",sheriran95,"FreeIran2022,Iran,WorldEarthDay",NEGATIVE,anger
75206,Shumate Seahawks doing our part on EarthDay  #MarauderCountry #Community   🌎 🌎🌎 ,"Cassie1Eric,ShumateAP","EarthDay,MarauderCountry,Community",NEGATIVE,joy
75212,"Are you reducing your pharmacy’s carbon footprint? For this year’s EarthDay, learn how EnlivenHealth® enables pharmacies to significantly reduce their carbon footprint by digitizing patient health information. Read the blog:  ",Uknown,EarthDay,POSITIVE,optimism
75231," Celebrate the Earth today! 🌎
April 22 is observed worldwide as #Earth Day. It’s celebrated even in obit – astronauts love their Home Planet more than anyone. Learn how space missions protect our Earth and contribute yourself: 
💚 ",StarWalk,Earth,POSITIVE,joy
75242," CLEAN - GREEN travel IS the future! And as today is EarthDay🌏 reminding you of fantastic views to enjoy on DLR Trains to #Greenwich + #Woolwich helping London reach #netzerogoals reducing carbon emissions up to 80% vs car journeys🚉🌳

#TravelGreenOnDLR

 ",greenwichdmc,"EarthDay,Greenwich,Woolwich,netzerogoals,TravelGreenOnDLR",POSITIVE,joy
75249," This EarthDay, we're proud to highlight Juniper customers using our solutions to transform the world for the better. 🌱💚🌎

Explore what sustainable networking looks like for  &amp; .  ","JuniperNetworks,AMS_IX,FairlawnGig",EarthDay,POSITIVE,optimism
75251,Man I love bath time - but it's time to put a stop to long showers. Join in to conserve water this season. As part of our EarthDay 🌍 challenge week we urge residents to shorten their showers and turn off the faucet when not in use. 🚿 ,Uknown,EarthDay,NEGATIVE,optimism
75252,"Happy EarthDay2022. While there have been significant changes since the first Earth Day,  says there are things you can do at home to reduce your carbon footprint. 

🍓 Reduce food waste
💧 Turn off water faucets when not in use
🛍 Switch to reusable bags ",JustinBallardWx,EarthDay2022,POSITIVE,optimism
75262," Happy EarthDay! 🌎🌳🏙️

On this day, we welcome everyone to check out our Population Health series on Climate, Justice and Health. Hear from experts in areas such as climate change, sustainability, environmental health, policy, activism, and equity:  ",drexelpubhealth,EarthDay,POSITIVE,optimism
75277," 2 years ago today I saw the bird that made me buy my first guide book and start birding.

No bins, no lists, just a camera and 300m lens with no idea how to photograph wildlife.

How much a simple walk in the woods has changed.

Happy Earth Day! 🌍

EarthDay2022 ",WildFozzy,EarthDay2022,NEGATIVE,joy
75294,Heard that it’s Earth day 🌏 #happyearthday ,Uknown,happyearthday,POSITIVE,joy
75296,"Happy EarthDay! It’s important to take care of the place we all call home 🌎🌱 

#Matthews #CRE #RealEstate #BeachCleanUp #California #Atlanta ",Uknown,"EarthDay,Matthews,CRE,RealEstate,BeachCleanUp,California,Atlanta",POSITIVE,joy
75321,"Happy Earth Day! 🌎🌳 By 
#climatechange #environment EarthDay ",Steve_Cutts,"climatechange,environment,EarthDay",POSITIVE,joy
75341," A little action can make a difference 
💡Turning off the lights
🥤Reusable water bottles
🛍️Reusable bags 
♻️Recycling paper 
Think about #MotherEarth everyday, but especially today since we celebrate our planet.🌍
Happy EarthDay from ,  &amp;  ","KFOX14,ErikaKFOX,RobertKFOX14,KFOXWeatherTeam","MotherEarth,EarthDay",POSITIVE,joy
75361," This EarthDay, we're reminded that it's our responsibility to hand over Earth in a healthier form to future generations. As a partner of , we’re thrilled to do our part for our environment, and help restore forests for future generations to enjoy. 🌍 ","IPSsolar,AmericanForests",EarthDay,POSITIVE,optimism
75370,Did you know that ⁦⁩ has EarthDay cake pops?!?! You’re welcome! 😁 ,Starbucks,EarthDay,POSITIVE,joy
75379,A special shout out to  John Kerry for being part of Earth Day since its inception! EarthDay 🌎🌍🌏🌐 We 💚 our planet. EarthDay2022 ,ClimateEnvoy,"EarthDay,EarthDay2022",POSITIVE,joy
75381," 🌍EarthDay is a chance to reevaluate our relationship with #nature &amp; start giving back to the planet we owe everything to. 
#ForPeopleForPlanet 
#OnlyOneEarth 

Happy EarthDay 🌍 ",UNDPKenya,"EarthDay,nature,ForPeopleForPlanet,OnlyOneEarth,EarthDay",POSITIVE,optimism
75384,"We are constantly blown away by our wondrous surroundings. 😍 Happy EarthDay! 🌎 #GTResort 

📸: Kyle Gilmore ",Uknown,"EarthDay,GTResort",POSITIVE,joy
75386,"In Feb at the WM Sustainability Forum,  and I heard  discuss how companies can thrive by solving the world’s problems, not cause them. Celebrating #earthday every day .  #NetPositive 🌎
 ","DougHam50658794,PaulPolman,abt_company","earthday,NetPositive",POSITIVE,optimism
75390,"Celebrate earth day with a delicious Gin! Malfy Con Limon Gin offers a zesty taste that captures the coast of Italy perfectly. 

Cheers! 🍋 🍸

Available at the shop! Link in bio #shotsbox ",Uknown,shotsbox,POSITIVE,joy
75408,"Happy Earth Day! 🌎 Take a moment today to celebrate, honor and support this wondrous planet we call home. EarthDay ",Uknown,EarthDay,POSITIVE,joy
75413,"Happy EarthDay2022 🌎: From our own #LongIsland communities to regions across New York State, there are countless reminders of how important it is we preserve the environment for future generations' social and economic development. #conservation EarthDay ",Uknown,"EarthDay2022,LongIsland,conservation,EarthDay",POSITIVE,optimism
75417, Happy EarthDay 🌎 ,JonahTillman6,EarthDay,POSITIVE,joy
75420," Happy EarthDay! 🌎

Some fun down-to-earth facts:

📅April 1970: first Earth Day celebration when &gt;20M Americans called for environmental protection
📅 Dec. 1970: Congress creates U.S. EPA
📅April 2016: U.S. signs Paris Agreement along with 120+ countries ",cambiumlearning,EarthDay,POSITIVE,joy
75425," Our happiness is inextricably linked to nature. To celebrate EarthDay, here are three of our favorite nature-focused episodes of The Science of Happiness podcast 🌱🧵

(photo is SoH host, psychologist Dacher Keltner, leading an #Awe walk practice in  ) ","GreaterGoodSC,MuirWoodsNPS","EarthDay,Awe",POSITIVE,joy
75431, We color-cordinated our container garden just for EarthDay!  🌎  ,bhgatwalmart,EarthDay,NEGATIVE,joy
75437," Earth Day at Preschool!! Great books, their ideas and an activity🌎💚🌱
They want a happy, healthy earth! One child said “we need to take care of each other so we have happy people too” Lets do better for them!!!!💚💛💙
EarthDay2022  ","themrs805,toddparr",EarthDay2022,POSITIVE,joy
75438,"For EarthDay, we're featuring some of the books from our Climate &amp; Nature collection. 🌎💚 ",Uknown,EarthDay,POSITIVE,joy
75455," 🌎 We're celebrating EarthDay today! 🌎

See what HRW and other organizations are doing to protect the planet with help from Give One 👇 ",hrw,EarthDay,POSITIVE,optimism
75467," EarthDay is every day when it comes to the built environment. Climate action and sustainability can sometimes feel overwhelming. We're here to get you started with 3 ways architects can help the planet right now! 👇
#AIADet #blueprintforbetter #architecture #sustainability ",AIADetroit,"EarthDay,AIADet,blueprintforbetter,architecture,sustainability",POSITIVE,optimism
75473," Happy Earth Day from the most beautiful paradise on earth! 🇻🇬 💙 This is our home.

📸:  
#bvi #britishvirginislands #tortola #paradise #earthday #bviblues #caribbeanblues #sailingcapitaloftheworld #caribbean #sailingcapital #honeymoondestination #vacay #BVILove ","BritishVirginIs,AltonBertie","bvi,britishvirginislands,tortola,paradise,earthday,bviblues,caribbeanblues,sailingcapitaloftheworld,caribbean,sailingcapital,honeymoondestination,vacay,BVILove",POSITIVE,joy
75475," From seed to salad, #sustainability is worked into every stage of the Little Leaf Farms process! Check out how we grow the fresh, crispy lettuce you love and how it is better for our planet too: 

Happy EarthDay! 🌎",LittleLeafFarms,"sustainability,EarthDay",POSITIVE,joy
75478," Happy EarthDay! 🌎 
Designed by Robert Rauschenberg, this lithograph was created as the poster for the first ever Earth Day in 1970. 

[Robert Rauschenberg, Earth Day (1970)] Collection Walker Art Center ",walkerartcenter,EarthDay,POSITIVE,joy
75486," ⚓️ WELL, BLOW ME DOWN!⚓️ I isk celebratin' EarthDay by joinin' forces witsk  to save our seas! I isk proud to be a Sea Cleaner fightin' againstsk plastic pollution! 

#PopeyeStrong #IYamASeaCleaner #beatplasticpollution #TheSeaCleaners #MantaProject ","PopeyeTweetsk,theseacleaners","EarthDay,PopeyeStrong,IYamASeaCleaner,beatplasticpollution,TheSeaCleaners,MantaProject",POSITIVE,optimism
75489,"🌎💕This Beyond Burger 🥦🥬topped with grilled 🧄onions and VEGAN cheddar style slices is a great way to celebrate Earth Day! 💕🌎
.
.
.
#earthday #beyondburger #veganfood #chicoca #burgerhut #loveourplanet ",Uknown,"earthday,beyondburger,veganfood,chicoca,burgerhut,loveourplanet",POSITIVE,joy
75496,"4) Make an Earth Day Resolution! Because Earth Day should be every day 🌎 

Find more ideas for celebrating EarthDay2022 here:  ",Uknown,EarthDay2022,NEGATIVE,joy
75497,"It's EarthDay 🌍, and we want to raise awareness of the fragility of the marine ecosystem.
Boat carefully! ",Uknown,EarthDay,POSITIVE,optimism
75526," Super STOKED I get to celebrate #Earthday releasing my first merch line with  ! 🌿🌎Check it out ⬇️

Lets all stay eco-friendly even after today! 🍃❤️ ","doggohs,FlyQuest",Earthday,POSITIVE,joy
75542,Great to be out cleaning up our community on EarthDay2022. Keep up the great work not only today but everyday. 🦅🌎#ThisisND #OcsbBeCommunity  EarthDay #CleanUp  ,Outdoor_Easy,"EarthDay2022,ThisisND,OcsbBeCommunity,EarthDay,CleanUp",POSITIVE,joy
75545,"emilyslist:  This EarthDay we recommit ourselves to the fight for: 

✅ Climate action
✅ Environmental justice
✅ Clean air &amp; water
✅ A clean energy future
✅ Public &amp; sacred lands protections

We only have one home. We need to act like it.",RepKarenBass,EarthDay,POSITIVE,optimism
75547," 🌎 Happy Earth Day 🌎
🟢STEALTH LAUNCHED
#happyearthday EarthDay2022",HistoryMuppet,"happyearthday,EarthDay2022",POSITIVE,joy
75552,Just putting this good herbal in the air for EarthDay 💨🤣,Uknown,EarthDay,POSITIVE,joy
75560,emilyslist:  Happy EarthDay! 🌎 ,ILComptroller,EarthDay,POSITIVE,joy
75573," This EarthDay, the  has unveiled the QGC “Tree of Trees” — a  spectacular 21-metre sculpture featuring 350 British native trees 🌳 

It will stand outside Buckingham Palace as an exciting centrepiece of #PlatinumJubilee celebrations in June 🎉

 ","DCMS,QGCanopy","EarthDay,PlatinumJubilee",POSITIVE,joy
75588," Happy Earth Day 🌱 🌍 
Invest in the Earth EarthDay2022 

Four Projects I’ve done using:
Plastic bags 
Snack wrappers 
Old tires
Bottle caps
Plastic bottles 
Old jeans
Etc…. ",D_neils,EarthDay2022,NEGATIVE,joy
75595,"EarthDay2022 #JourneeDeLaTerre #DiaDeLaTierra 
🌏Our planet is an amazing place, but it needs our help to thrive!That’s why each year on April 22,more than a billion people celebrate EarthDay to protect the planet from things like pollution and deforestation.
EarthDayEveryDay ",Uknown,"EarthDay2022,JourneeDeLaTerre,DiaDeLaTierra,EarthDay,EarthDayEveryDay",POSITIVE,optimism
75601,"Happy Earth Day!! 💚🌍♻️ How are you supporting our planet today? 

#earthday #environmentalprotection #supportourplanet #trashcleanup #saveourplanet #spokanehomegirl #northidahohomegirl ",Uknown,"earthday,environmentalprotection,supportourplanet,trashcleanup,saveourplanet,spokanehomegirl,northidahohomegirl",POSITIVE,joy
75605,"Five simple things to do to celebrate Earth Day
 🌎 (and every day)! 

🌿Reusable silicon bags 
🌿Wool dry ball 
🌿Refillable water bottle 
🌿Shop sustainable brands 
🌿Spend time outside and be grateful for our earth

#earthday ","stasherbag,grovecollab,livelarq,gf_collective",earthday,POSITIVE,joy
75612," This EarthDay, we're looking beyond the green to the blue! For what it's Earth 😉, 71% of the planet's surface is covered in oceans. We're working to re-potty train the world so we can protect both humans &amp; nature. Together let's #StopSewagePollution so we can give 🌎 some 💙. ",OceanSewage,"EarthDay,StopSewagePollution",NEGATIVE,optimism
75615,"It's EarthDay, and you gotta check out this 🧵from  about the awful environmental impacts of detention. Ending detention is good for humans and good for the earth 🌍 ",DetentionWatch,EarthDay,NEGATIVE,optimism
75627,"Happy EarthDay 🌏

Impressions from last CleanUpDay with all #GreenChipNFTs ⤵️

Join IRL at Huntington Beach or virtually for a chance to win 1 of 2 FREE #NFTs
♻️Clean locally &amp; post a Before/After pic &amp; tag every community + #NFTCleanUpDay ",Uknown,"EarthDay,GreenChipNFTs,NFTs,NFTCleanUpDay",POSITIVE,joy
75628," ---------Attention--------

📡Incoming transmission from MadsTheBlank!

🌎Tune in on Earth Day, April 22nd at 6 pm EDT!

☄️Guest collab with 

 ! 💖

✨More details below!✨

----End Transmission----

#VtuberEN #debut #VTuberUprising EarthDay ","madstheblank,AlizarinWitchVT","VtuberEN,debut,VTuberUprising,EarthDay",NEGATIVE,joy
75659," It's time for our EarthDay edition of #SciFriLive📻!

On this hour, we explore how effective the IPCC Report can be for generating climate policies. Plus, a look at things we can personally do to make a small difference.

Listen along with us 🎧
 ",scifri,"EarthDay,SciFriLive",POSITIVE,optimism
75663, THRILLED to see CONSIDER THE OCTOPUS here in wonderful company! We’re perfect for EarthDay and your #OceansofPossibilities Collaborative Summer Reading Program!! 🐙🌊🌱💦🐙,gaepol,"EarthDay,OceansofPossibilities",POSITIVE,joy
75678,"🌎 Eco-Friendly Steps for your Home 🏡

⬇️ Check this article out 🌲


Happy Earth Day ❣️

Tanya Curry 
Lyon Real Estate 
☎️ 916.698.9970
📧 TCurry.com 
DRE # 01376328 

#realtor #realestate #ecofriendly #earthday #sacramento  #neighbor ",GoLyon,"realtor,realestate,ecofriendly,earthday,sacramento,neighbor",NEGATIVE,joy
75684, 52 ways to invest in our 🌍:  EarthDay2022 ,IBAWaterloo,EarthDay2022,NEGATIVE,optimism
75690,"Hey guys! How was your week?

Tomorrow is the chat! Starting at 8:30pm (EST), we'll be discussing:

Art Topic: Drawing Expressions!

To join the chat, use the tag #comicartistsunite in your posts. You can also click the tag to chat with others. 

Have a Happy Earth Day! 🌎",Uknown,comicartistsunite,POSITIVE,joy
75699,"Happy Earth Day! A green future is a prosperous one 🌎 

Not sure how to get involved? 
Here’s a list of 52 ways to #InvestInOurPlanet



EarthDay2022 #EveryBitHelps #SaveEarth ",Uknown,"InvestInOurPlanet,EarthDay2022,EveryBitHelps,SaveEarth",POSITIVE,optimism
75703," Happy EarthDay! At #EPElectric we take pride in our commitment to lead environmental sustainability.

Over the years, our team members have contributed thousands of hours to this vital cause and it’s an obligation that wouldn’t be possible without their devotion.🌎🎉 ",ElPasoElectric,"EarthDay,EPElectric",POSITIVE,optimism
75707,"From creating salamander sanctuaries to building bee hotels, and birding with Buddies to composting 101, Earth Day was filled with fun activities. We spent our afternoon exploring the nature right in our own backyard! #ThrivingTogether EarthDay 🌟 ",Uknown,"ThrivingTogether,EarthDay",POSITIVE,joy
75737," Happy EarthDay! 🌎

Ecotourism is a growing field of interest for many of us, so we wanted to share some tips about how you can easily embrace these principles on your next getaway.

5 Ways to Get Involved with Ecotourism👉

📸 


🧵👇 ","VisitNotts,NETTram,VisitEngland",EarthDay,POSITIVE,joy
75742," EarthDay 
Reduce, reuse, recycle, remove, refuse and rally. Here's some social action ideas that you can use with your pupils to get involved with EarthDay22 👇 
",ABYyouthtrust,"EarthDay,EarthDay22",NEGATIVE,optimism
75747," This EarthDay,  are more committed than ever to protecting our planet by making investments that:
✅advance clean energy technologies  
✅prioritize climate research
✅create good-paying green jobs ","AppropsDems,AppropsDems",EarthDay,POSITIVE,optimism
75756,"Happy Earth Day! 🌎
 
This weekend join your neighbors at one of our community cleanups taking place in parks and public spaces across the city!
 
Sign up: 
 
Together, we can forge a cleaner, greener and more sustainable future for all!
 
EarthDay #NHV ",Uknown,"EarthDay,NHV",POSITIVE,optimism
75757, Happy EarthDay! 🌎 ,KaijuNewsOutlet,EarthDay,POSITIVE,joy
75774, We had a successful EarthDay cleanup! Thank you to everyone who participated in keeping our shorelines clean! 👏  #SandestinGolfAndBeachResort #Friyay ,Sandestin,"EarthDay,SandestinGolfAndBeachResort,Friyay",POSITIVE,joy
75775,"Happy #earthday everyone! 

Save our planet by : 

⚡️ Conserving energy 
♻️ Reusing &amp; Recycling 
🥗 Eat local &amp; organic 
💦 Use water wisely

#earthday2022 #saveourplanet #investinourplanet ",Uknown,"earthday,earthday2022,saveourplanet,investinourplanet",POSITIVE,optimism
75779," Join us in celebrating Earth Day! 🌎
EarthDay2022 #InvestInOurPlanet #BCorp ",MPOWERDInc,"EarthDay2022,InvestInOurPlanet,BCorp",POSITIVE,joy
75793,"Happy EarthDay everybody, go outside today! 🌍😄🌳

(📸 ) ",adbphotoinc,EarthDay,POSITIVE,joy
75805,"Happy EarthDay2022 🌎! As billions mobilize to protect the planet, we took a look at how people in the #PNW feel about this day of action. Portland GM Suzette Riley shares the findings + actionable ways to make an impact. 
",Uknown,"EarthDay2022,PNW",POSITIVE,optimism
75815," EarthDay2022   Today planted approx 200 Plants  in Rural Bihar

We are planning to plant trees every day 🙏
Thankyou  
 for this beautiful initiative
    
 ","FutureRural,AdityaDubey2003,AMillionTreesIN,EarthDay_India,kaulnishu87,ajaymittal033,EarthDay",EarthDay2022,POSITIVE,joy
75836," Look deep into nature and you will understand everything better. 😉
Happy Earth Day! 🌎💖

#joyfulleofficial #lettheearthbreath #earth  #earthday EarthDay22 EarthDay2022 ",joyfullegifts,"joyfulleofficial,lettheearthbreath,earth,earthday,EarthDay22,EarthDay2022",POSITIVE,joy
75846,"Happy Earth Day. 🌎
Forever mesmerized by the beauty that surrounds us on this rock.
It's the only home we have, treat it well.
EarthDay2022 EarthDay ",Uknown,"EarthDay2022,EarthDay",POSITIVE,joy
75847,"First celebrated in 1970, today is EarthDay! 🌱🌎♻️ The city is committed to being the best place to live, work &amp; play for today's residents &amp; future generations. It starts with US. 

Learn More about Sustainability &amp; take the Pledge 👉  ",Uknown,EarthDay,POSITIVE,optimism
75862,"Happy Earth Day🌎! #Sustainability is one of our guiding principles at JetCool. Our innovative cooling tech enables our customers to reduce energy consumption, water usage, and carbon footprints.

EarthDay #Sustainability #Tech ",Uknown,"Sustainability,EarthDay,Sustainability,Tech",POSITIVE,optimism
75872," The manufacture of breastmilk substitutes harms our atmosphere. To support #Breastfeeding is to support our #planet and EarthDay 🌎 
",aliveandthrive,"Breastfeeding,planet,EarthDay",NEGATIVE,optimism
75876,"#HappyEarthDay 🌎 Let us make every day EarthDay by eating more salads and other #plantbased foods. Need ideas? Visit  and start building your bowl, your life and the planet 🥗 EarthDay2022 #HealthyEating EarthDayEveryDay ",Uknown,"HappyEarthDay,EarthDay,plantbased,EarthDay2022,HealthyEating,EarthDayEveryDay",NEGATIVE,joy
75892,Happy Earth Day!!!! Enjoying some   Watermelon 🍉 flavor again! Had to break out the Earth Day Shaker from 2020! Still 1 of my favorite shaker cups! 💚💚💚🙌🏼 EarthDay2022 ,"GFuelEnergy,GammaLabs",EarthDay2022,POSITIVE,joy
75932,"Half an hour left to get in your vote for  🙌

No finer gift for our in-house marine biologist on EarthDay, let's GO! 🌎🌞🌊

#BoldTogether ",phallon91,"EarthDay,BoldTogether",NEGATIVE,joy
75933,Exactly… ❤️🌎 EarthDay EarthDay2022 ,Uknown,"EarthDay,EarthDay2022",NEGATIVE,joy
75943, Outside lessons are a must for Earth Day 🌎 💚☘️ #mathgames #outdoorlearning EarthDay ,5nBist,"mathgames,outdoorlearning,EarthDay",NEGATIVE,joy
75946, Had to wear the saguaro earrings on the EarthDay 🌵 #Tucson #lovewhereIlive #arizona ,acarrillonews,"EarthDay,Tucson,lovewhereIlive,arizona",NEGATIVE,joy
75957, where’s the EarthDay track or freestyle 🥺 #AskingForAFan,EarthGang,"EarthDay,AskingForAFan",NEGATIVE,sadness
75959," Celebrating EarthDay also means it is important to find innovative solutions to save its resources.
Kudos to Dr. Beausoleil-Morrison and his colleagues!
Watch our [VIDEO] 👉 



#CFIfunded #PromisingFutureNow 🌎 ","InnovationCA,cu_research,CarletonBPRC,CarletonEngDesg","EarthDay,CFIfunded,PromisingFutureNow",POSITIVE,joy
75967," #DidYouKnow | Because NC Baptists are #onmissiontogether, these church planters are training to be sent from NC Baptist churches: 8 to El Salvador, 1 to Peru, 1 to Costa Rica, 2 to Honduras, and 3 to Mexico. Witnesses to the ends of the #earth! #PrayforPlanters EarthDay 🌏 ",ncbaptist,"DidYouKnow,onmissiontogether,earth,PrayforPlanters,EarthDay",NEGATIVE,optimism
75974," Why would Big Tobacco secretly fight to protect another poison? Why was DDT—the pesticide that devastated ecosystems, &amp; banned partly thanks to Rachel Carson’s SILENT SPRING—beloved by cigarette manufacturers? The answer is not what you’d think: EarthDay 🧵",elenaconis,EarthDay,NEGATIVE,anger
75982,TK wishes everyone a Happy Earth Day- today &amp; every day! 🌎♻️🍃 #osterpride #usdlearns EarthDay2022 #OsterAdventuresInTK  ,OsterElementary,"osterpride,usdlearns,EarthDay2022,OsterAdventuresInTK",POSITIVE,joy
75993," Happy EarthDay2022! Let’s try to kill this stupid rock slightly less please 😇
EarthDay #vtuber #VTuberUprising ",ChipsFloralia,"EarthDay2022,EarthDay,vtuber,VTuberUprising",NEGATIVE,joy
76026,"🌍Happy Earth Day!
#twitchstream #TwitchStreamers #twitch #Roblox #twitchaffiliate #RobloxArsenal
",Uknown,"twitchstream,TwitchStreamers,twitch,Roblox,twitchaffiliate,RobloxArsenal",NEGATIVE,joy
76033," 🌎 Happy Earth Day 🌎
🟢STEALTH LAUNCHED
#happyearthday EarthDay2022 EarthDay",SpaceX,"happyearthday,EarthDay2022,EarthDay",POSITIVE,joy
76034," At St. Thomas, we believe that when we honor the Earth, we honor each other. Learn more about how our community is building a greener future for the planet.  EarthDay 🌎 ",UofStThomasMN,EarthDay,POSITIVE,optimism
76035,"Appreciating this view a little extra today 🌅👀 EarthDay

Have a highlight with an epic view on your camera roll? Share it with the #PressSports App community ➡️:  ",Uknown,"EarthDay,PressSports",POSITIVE,joy
76037,"Happy EarthDay ! 😀🌎🌱 The theme for this year is ""#InvestInOurPlanet "". We all need to act boldly, innovate broadly &amp; implement equitably in order to protect all species on the planet, including our own species. EarthDay2022 EarthDayEveryDay ",Uknown,"EarthDay,InvestInOurPlanet,EarthDay2022,EarthDayEveryDay",POSITIVE,optimism
76050,"Happy Earth Day everybody 💚🌎

Let’s love the earth the same way we love each other!💚
.
.
.
#earthday #earthdayeveryday #happyearthday #earthday2022 #savetheplanet #loveireland #ireland #sustainableireland #sustainable #myirelandbox #happyearthday🌎 #ireland🍀 #irishamerican ",Uknown,"earthday,earthdayeveryday,happyearthday,earthday2022,savetheplanet,loveireland,ireland,sustainableireland,sustainable,myirelandbox,happyearthday,ireland,irishamerican",POSITIVE,joy
76066," Happy Earth Day! We all have a part to play to help protect our amazing planet. 
🌍 Here are 5 things you can do: 
EarthDay #science #getcurious ",TheCuriosityBox,"EarthDay,science,getcurious",POSITIVE,joy
76067," Yes!!! Mandelbrot, Jung, Poe, Solzhenitsyn, Vonnegut 
(My autocarrot made that Bonnegut. Couldn’t decide which I like better 🤷🏻‍♀️) EarthDay #WeRiseTogether #WalkOutOnWarGames",BeardRidingMinx,"EarthDay,WeRiseTogether,WalkOutOnWarGames",NEGATIVE,joy
76068," Every day is 🌏EarthDay if you work in #construction and #FacilitiesManagement. Let’s give #kudos to the UK construction industry for your commitment to saving our planet and contributing towards the UK’s #netzerostrategy, to reduce greenhouse-gas emissions to net zero by 2050👏 ",MynottLimited,"EarthDay,construction,FacilitiesManagement,kudos,netzerostrategy",NEGATIVE,optimism
76092," Live with a special edition drop on  📡

⬇️🌎🔗 #NFTs EarthDay ","paperbuddha,opensea","NFTs,EarthDay",NEGATIVE,joy
76106, Happy EarthDay! 🌎 ,BeAgentSmart,EarthDay,POSITIVE,joy
76107,earth day 🫶🏼🍃 #jeru ,Uknown,jeru,NEGATIVE,joy
